review_id,date,year,month,review_text,rating,sentiment,spam_mentioned,country,app_version,helpful_count,review_length
REV0500,2020-02-15,2020,2,Great app for blocking unwanted calls and identifying callers Very satisfied with this app.,5,Positive,No,India,14.0,6,91
REV0234,2020-02-16,2020,2,Battery draining app that makes phone run hot all the time Zero stars if possible.,2,Negative,Yes,India,13.0,3,82
REV0003,2020-02-19,2020,2,"Disappointed with quality, expected much better performance Not worth the download.",1,Negative,No,India,14.5,2,83
REV0112,2020-02-20,2020,2,"Excellent spam detection feature, highly recommended Highly recommended!",4,Positive,Yes,India,14.0,6,72
REV0810,2020-02-21,2020,2,"Disappointed with quality, expected much better performance Uninstalling this app now.",1,Negative,No,Indonesia,15.5,6,86
REV0476,2020-02-22,2020,2,"Keeps showing wrong names for contacts, very frustrating Please fix this immediately.",1,Negative,No,Nigeria,13.5,2,85
REV0433,2020-02-23,2020,2,"Worst update ever, completely ruined the user experience Not worth the download.",1,Negative,No,Brazil,14.0,2,80
REV0145,2020-02-23,2020,2,"Excellent spam detection feature, highly recommended Will definitely recommend to friends.",5,Positive,Yes,India,15.5,8,90
REV0043,2020-02-24,2020,2,Regular updates but the core functionality stays the same Could be better.,3,Neutral,No,USA,15.5,3,74
REV0340,2020-02-26,2020,2,Terrible customer support and no response to complaints Zero stars if possible.,1,Negative,No,India,14.0,0,79
REV0891,2020-03-01,2020,3,App is very slow and takes too long to load caller info Uninstalling this app now.,2,Negative,No,India,15.5,2,82
REV0588,2020-03-01,2020,3,"Excellent spam detection feature, highly recommended Very satisfied with this app.",4,Positive,Yes,India,15.5,4,82
REV0073,2020-03-03,2020,3,Spam calls still getting through despite having this app Please fix this immediately.,1,Negative,Yes,UK,13.5,5,85
REV0771,2020-03-03,2020,3,Acceptable performance but premium features are overpriced Hope to see updates soon.,4,Neutral,No,UK,15.5,3,84
REV0198,2020-03-07,2020,3,"Keeps showing wrong names for contacts, very frustrating Needs major improvements.",2,Negative,Yes,Indonesia,15.0,0,82
REV0311,2020-03-13,2020,3,"Disappointed with quality, expected much better performance Not worth the download.",2,Negative,No,India,15.5,8,83
REV0900,2020-03-19,2020,3,"Does not work properly on my device, keeps showing errors Please fix this immediately.",1,Negative,No,India,14.5,6,86
REV0170,2020-03-20,2020,3,"Keeps showing wrong names for contacts, very frustrating Uninstalling this app now.",2,Negative,No,USA,15.5,0,83
REV0698,2020-03-22,2020,3,Very buggy app with constant notifications that annoy me Zero stars if possible.,1,Negative,No,USA,13.5,2,80
REV0371,2020-03-25,2020,3,App is very slow and takes too long to load caller info Very disappointed.,1,Negative,Yes,India,13.0,1,74
REV0887,2020-03-26,2020,3,"Best caller ID app I have ever used, works perfectly Highly recommended!",5,Positive,No,USA,14.0,0,72
REV0101,2020-03-26,2020,3,Wonderful app with great user interface and smooth performance Five stars from me.,4,Positive,No,India,13.5,1,82
REV0104,2020-04-09,2020,4,Too much data collection and privacy invasion issues Dev team should address this.,2,Negative,Yes,India,14.5,1,82
REV0880,2020-04-10,2020,4,Fantastic app that works flawlessly without any issues Five stars from me.,4,Positive,Yes,India,15.5,1,74
REV0773,2020-04-18,2020,4,App keeps crashing frequently and drains battery fast Uninstalling this app now.,2,Negative,Yes,Indonesia,14.5,3,80
REV0734,2020-04-22,2020,4,"Best caller ID app I have ever used, works perfectly Best decision to download this.",4,Positive,No,India,14.0,1,84
REV0099,2020-04-22,2020,4,Truecaller is a must-have app for every smartphone user Very satisfied with this app.,4,Positive,Yes,USA,14.0,1,85
REV0650,2020-04-24,2020,4,App keeps crashing frequently and drains battery fast Very disappointed.,2,Negative,Yes,Brazil,15.0,5,72
REV0657,2020-04-24,2020,4,Very helpful app for identifying unknown callers and blocking spam Great job developers.,4,Positive,Yes,India,15.5,6,88
REV0925,2020-04-26,2020,4,"Disappointed with quality, expected much better performance Not worth the download.",1,Negative,Yes,India,14.0,0,83
REV0357,2020-05-01,2020,5,"Really useful app, cannot imagine using phone without it Very satisfied with this app.",5,Positive,Yes,Nigeria,15.5,2,86
REV0882,2020-05-08,2020,5,Not bad but definitely not the best caller ID app out there Hope to see updates soon.,3,Neutral,Yes,UK,14.0,0,85
REV0351,2020-05-12,2020,5,App is fine but could use more features and better UI Might switch to another app.,3,Neutral,Yes,UK,15.5,1,82
REV0275,2020-05-12,2020,5,Perfect solution for spam calls and unknown numbers Highly recommended!,5,Positive,Yes,Brazil,15.5,3,71
REV0395,2020-05-15,2020,5,Spam calls still getting through despite having this app Please fix this immediately.,1,Negative,Yes,USA,14.5,3,85
REV0303,2020-05-18,2020,5,Love how it instantly identifies unknown numbers Highly recommended!,4,Positive,Yes,Indonesia,14.0,4,68
REV0658,2020-05-18,2020,5,Amazing app that saves time by filtering spam calls Highly recommended!,5,Positive,Yes,India,15.0,2,71
REV0578,2020-05-21,2020,5,App is very slow and takes too long to load caller info Uninstalling this app now.,1,Negative,Yes,UK,14.5,3,82
REV0830,2020-05-21,2020,5,Brilliant app for managing calls and blocking telemarketers Will definitely recommend to friends.,5,Positive,Yes,India,13.0,0,97
REV0280,2020-05-22,2020,5,App is very slow and takes too long to load caller info Zero stars if possible.,1,Negative,Yes,India,14.0,3,79
REV0299,2020-05-24,2020,5,This app has made my phone experience so much better Best decision to download this.,5,Positive,No,UK,15.0,3,84
REV0071,2020-06-02,2020,6,App keeps crashing frequently and drains battery fast Needs major improvements.,2,Negative,Yes,India,13.5,2,79
REV0762,2020-06-04,2020,6,Fantastic app that works flawlessly without any issues Five stars from me.,4,Positive,Yes,Nigeria,15.0,3,74
REV0899,2020-06-04,2020,6,"Disappointed with quality, expected much better performance Dev team should address this.",2,Negative,Yes,USA,15.5,2,89
REV0955,2020-06-07,2020,6,Very helpful app for identifying unknown callers and blocking spam Highly recommended!,5,Positive,Yes,India,14.0,7,86
REV0108,2020-06-09,2020,6,Truecaller is a must-have app for every smartphone user Will definitely recommend to friends.,5,Positive,No,Nigeria,15.0,3,93
REV0483,2020-06-13,2020,6,Privacy concerns as it uploads contacts without permission Not worth the download.,2,Negative,Yes,Nigeria,15.0,0,82
REV0848,2020-06-17,2020,6,Privacy concerns as it uploads contacts without permission Zero stars if possible.,1,Negative,No,India,15.5,0,82
REV0109,2020-06-21,2020,6,"Keeps showing wrong names for contacts, very frustrating Uninstalling this app now.",1,Negative,No,India,15.0,4,83
REV0732,2020-06-23,2020,6,"Neutral opinion, app does what it promises nothing more Could be better.",3,Neutral,No,India,14.0,2,72
REV0267,2020-06-28,2020,6,"Best caller ID app I have ever used, works perfectly Best decision to download this.",4,Positive,No,Nigeria,14.0,1,84
REV0272,2020-07-04,2020,7,Brilliant app for managing calls and blocking telemarketers Highly recommended!,5,Positive,Yes,India,15.5,1,79
REV0445,2020-07-04,2020,7,Terrible customer support and no response to complaints Not worth the download.,1,Negative,No,USA,15.0,1,79
REV0668,2020-07-05,2020,7,"Keeps showing wrong names for contacts, very frustrating Please fix this immediately.",1,Negative,No,India,14.5,1,85
REV0451,2020-07-06,2020,7,Truecaller is a must-have app for every smartphone user Great job developers.,5,Positive,No,India,15.5,4,77
REV0954,2020-07-06,2020,7,Amazing app that saves time by filtering spam calls Great job developers.,4,Positive,Yes,India,15.5,0,73
REV0808,2020-07-07,2020,7,This app has made my phone experience so much better Highly recommended!,4,Positive,No,India,15.5,0,72
REV0136,2020-07-08,2020,7,Average app with some good features and some bad ones Could be better.,4,Neutral,Yes,Nigeria,15.5,2,70
REV0253,2020-07-11,2020,7,Okay for basic call identification but needs improvement Just okay for now.,3,Neutral,No,India,15.0,6,75
REV0722,2020-07-12,2020,7,"Really useful app, cannot imagine using phone without it Best decision to download this.",5,Positive,Yes,Brazil,14.0,0,88
REV0405,2020-07-14,2020,7,Great app for blocking unwanted calls and identifying callers Keep up the good work.,5,Positive,No,Indonesia,14.5,6,84
REV0028,2020-07-19,2020,7,Too much data collection and privacy invasion issues Not worth the download.,1,Negative,No,Brazil,14.5,0,76
REV0817,2020-07-23,2020,7,"Really useful app, cannot imagine using phone without it Highly recommended!",4,Positive,Yes,Nigeria,13.0,1,76
REV0601,2020-07-23,2020,7,Outstanding performance and very accurate caller ID Keep up the good work.,5,Positive,No,India,14.0,0,74
REV0141,2020-07-27,2020,7,Brilliant app for managing calls and blocking telemarketers Great job developers.,5,Positive,Yes,Indonesia,13.5,1,81
REV0943,2020-08-01,2020,8,Wonderful app with great user interface and smooth performance Keep up the good work.,5,Positive,Yes,India,15.0,5,85
REV0562,2020-08-07,2020,8,"Excellent spam detection feature, highly recommended Great job developers.",4,Positive,Yes,UK,14.0,2,74
REV0062,2020-08-08,2020,8,Works sometimes but not consistent enough for daily use Just okay for now.,4,Neutral,No,India,13.5,0,74
REV0339,2020-08-17,2020,8,Superb caller identification and spam protection features Keep up the good work.,5,Positive,Yes,USA,14.5,10,80
REV0998,2020-08-25,2020,8,"Mixed experience with this app, some features work well Not fully satisfied.",3,Neutral,No,India,15.0,8,76
REV0841,2020-09-11,2020,9,"Keeps showing wrong names for contacts, very frustrating Very disappointed.",1,Negative,No,USA,15.0,2,75
REV0591,2020-09-11,2020,9,"Really useful app, cannot imagine using phone without it Will definitely recommend to friends.",5,Positive,Yes,India,15.5,0,94
REV0302,2020-09-12,2020,9,Very buggy app with constant notifications that annoy me Dev team should address this.,1,Negative,Yes,India,15.0,4,86
REV0538,2020-09-12,2020,9,Perfect solution for spam calls and unknown numbers Keep up the good work.,4,Positive,Yes,Nigeria,14.0,1,74
REV0924,2020-09-16,2020,9,Truecaller is a must-have app for every smartphone user Highly recommended!,5,Positive,Yes,USA,15.5,5,75
REV0665,2020-09-16,2020,9,Privacy concerns as it uploads contacts without permission Needs major improvements.,2,Negative,Yes,India,14.5,6,84
REV0827,2020-09-20,2020,9,"Best caller ID app I have ever used, works perfectly Five stars from me.",5,Positive,No,UK,15.0,0,72
REV0404,2020-09-20,2020,9,This app has made my phone experience so much better Great job developers.,5,Positive,Yes,India,15.5,1,74
REV0257,2020-09-25,2020,9,Great app for blocking unwanted calls and identifying callers Keep up the good work.,5,Positive,No,India,15.0,0,84
REV0499,2020-10-03,2020,10,Very buggy app with constant notifications that annoy me Dev team should address this.,2,Negative,Yes,Brazil,15.0,1,86
REV0970,2020-10-08,2020,10,Love how it instantly identifies unknown numbers Best decision to download this.,4,Positive,No,USA,15.5,2,80
REV0379,2020-10-15,2020,10,Great app for blocking unwanted calls and identifying callers Five stars from me.,5,Positive,No,India,14.5,3,81
REV0447,2020-10-15,2020,10,Fantastic app that works flawlessly without any issues Best decision to download this.,4,Positive,Yes,India,14.0,5,86
REV0556,2020-10-16,2020,10,Spam calls still getting through despite having this app Dev team should address this.,2,Negative,Yes,India,15.5,4,86
REV0400,2020-10-16,2020,10,Decent app but there are better alternatives available Just okay for now.,3,Neutral,No,India,15.0,3,73
REV0879,2020-10-19,2020,10,"Mixed experience with this app, some features work well Could be better.",3,Neutral,Yes,India,14.0,4,72
REV0904,2020-10-20,2020,10,Amazing app that saves time by filtering spam calls Highly recommended!,5,Positive,Yes,India,15.5,1,71
REV0536,2020-10-22,2020,10,"Excellent spam detection feature, highly recommended Best decision to download this.",5,Positive,Yes,UK,14.0,0,84
REV0266,2020-10-23,2020,10,App is very slow and takes too long to load caller info Uninstalling this app now.,2,Negative,No,India,15.0,2,82
REV0691,2020-10-27,2020,10,Outstanding performance and very accurate caller ID Five stars from me.,4,Positive,No,Brazil,15.5,3,71
REV0215,2020-11-03,2020,11,Truecaller is a must-have app for every smartphone user Keep up the good work.,5,Positive,Yes,India,13.0,0,78
REV0701,2020-11-05,2020,11,Too much data collection and privacy invasion issues Dev team should address this.,1,Negative,No,Indonesia,13.5,1,82
REV0948,2020-11-08,2020,11,Regular updates but the core functionality stays the same Not fully satisfied.,3,Neutral,Yes,Brazil,15.0,7,78
REV0687,2020-11-09,2020,11,Average app with some good features and some bad ones Could be better.,3,Neutral,No,UK,14.0,2,70
REV0969,2020-11-12,2020,11,Too many ads and the premium version is very expensive Please fix this immediately.,1,Negative,No,Indonesia,15.5,0,83
REV0872,2020-11-13,2020,11,App keeps crashing frequently and drains battery fast Dev team should address this.,2,Negative,No,USA,15.0,1,83
REV0026,2020-11-15,2020,11,Acceptable performance but premium features are overpriced Hope to see updates soon.,3,Neutral,Yes,India,15.5,0,84
REV0714,2020-11-16,2020,11,Truecaller is a must-have app for every smartphone user Very satisfied with this app.,5,Positive,No,UK,14.0,0,85
REV0129,2020-11-21,2020,11,"Excellent spam detection feature, highly recommended Great job developers.",5,Positive,Yes,Brazil,13.5,1,74
REV0391,2020-11-21,2020,11,"Disappointed with quality, expected much better performance Not worth the download.",1,Negative,No,India,15.5,3,83
REV0800,2020-11-22,2020,11,Brilliant app for managing calls and blocking telemarketers Will definitely recommend to friends.,5,Positive,Yes,Brazil,13.5,3,97
REV0856,2020-11-24,2020,11,Too many ads and the premium version is very expensive Not worth the download.,1,Negative,Yes,India,15.5,1,78
REV0157,2020-11-26,2020,11,Great app for blocking unwanted calls and identifying callers Very satisfied with this app.,5,Positive,No,USA,14.0,2,91
REV0789,2020-11-27,2020,11,Battery draining app that makes phone run hot all the time Not worth the download.,1,Negative,Yes,India,15.0,7,82
REV0074,2020-11-28,2020,11,Terrible customer support and no response to complaints Please fix this immediately.,1,Negative,Yes,Indonesia,14.5,1,84
REV0871,2020-12-01,2020,12,Fantastic app that works flawlessly without any issues Best decision to download this.,5,Positive,No,India,14.5,0,86
REV0799,2020-12-03,2020,12,Very helpful app for identifying unknown callers and blocking spam Best decision to download this.,5,Positive,Yes,Indonesia,13.5,1,98
REV0745,2020-12-15,2020,12,"Does not work properly on my device, keeps showing errors Needs major improvements.",1,Negative,Yes,India,15.5,6,83
REV0312,2020-12-18,2020,12,Fantastic app that works flawlessly without any issues Very satisfied with this app.,4,Positive,No,UK,15.5,0,84
REV0632,2020-12-19,2020,12,App is very slow and takes too long to load caller info Very disappointed.,1,Negative,Yes,Indonesia,14.0,0,74
REV0860,2020-12-21,2020,12,"Keeps showing wrong names for contacts, very frustrating Needs major improvements.",1,Negative,No,Brazil,14.5,0,82
REV0117,2020-12-22,2020,12,Brilliant app for managing calls and blocking telemarketers Very satisfied with this app.,5,Positive,Yes,India,15.0,0,89
REV0919,2020-12-23,2020,12,Great app for blocking unwanted calls and identifying callers Best decision to download this.,5,Positive,No,Nigeria,15.5,3,93
REV0881,2020-12-27,2020,12,Not bad but definitely not the best caller ID app out there Hope to see updates soon.,3,Neutral,No,Nigeria,14.5,3,85
REV0385,2020-12-27,2020,12,Not bad but definitely not the best caller ID app out there Just okay for now.,3,Neutral,No,USA,13.5,1,78
